time,stno,year,month,PS01,PS02,PS03,PS04,PS05,PS06,PS07,PS08,PS09,PS10,TX01,TX02,TX03,TX04,TX05,TX06,TX07,TX08,TX09,TX10,TX11,TX12,WD01,WD02,WD06,WD07,WD08,WD03,WD04,WD05,PP01,PP02,PP03,PP04,PP05,PP06,PP07,PP08,VP01,VP02,VP03,VP04,VP05,RH01,RH02,RH03,RH04,RH05,EP01,EP02,EP03,EP04,EP05,EP06,CD01,SS01,SS02,GR01,GR02,GR03,DY01,DY02,DY03,DY04,DY05,DY06,DY07,DY08,DY09,DY10,DY11,DY12,DY13,DY14,DY15,DY16,DY17,DY18,DY19,TS01,TS02,TS03,TS04,TS05,TS06,TS07,TS08,TS09,TS10,UV01,UV02,UV03
201812,466920,2018,12,1017.3,1020.9,1028.1,290807,1008.4,261256,1031.8,290807,1011.9,251439,19.5,14.6,-9999,30.5,21327,12.3,180233,22.6,17.0,5.6,12.4,200000,3.0,80,7.7,80.0,151138,14.9,80,291453,54.4,165.7,2.0,230951,5.5,231730,20.0,230000,16.9,24.6,61117,9.2,171700,75,33,31225,93,310556,-9999,-9999,-9999,47.1,4.8,10000,7.2,91.1,27.8,218.47,2.4,181200,0,0,3,0,0,3,16,10,2,0,0,16,-9999,3,5,7,16,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.44,5.9,151200
201901,466920,2019,1,1018.5,1022.1,1026.2,10902,1012.5,111457,1029.9,10902,1016.0,111457,18.5,13.8,-9999,28.6,41139,11.9,230113,21.6,16.3,5.3,12.8,310000,2.9,80,8.1,80.0,311756,15.2,70,312119,45.0,108.1,1.5,160833,2.8,160812,14.0,160000,16.0,25.5,41038,9.0,261748,74,43,301212,94,60031,-9999,-9999,-9999,56.3,3.4,290000,7.7,78.0,23.3,225.44,2.41,241300,0,0,0,0,0,2,10,9,1,0,0,12,-9999,0,7,9,15,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.95,6.57,291200
201902,466920,2019,2,1016.0,1019.6,1024.0,110850,1008.1,61446,1027.7,110850,1011.6,61446,18.8,14.9,-9999,31.3,71347,13.7,230544,22.4,16.5,5.8,14.1,70000,2.7,90,7.8,70.0,261647,14.2,60,261642,64.1,62.3,1.2,240022,5.6,241338,53.4,240000,17.0,24.6,181231,11.7,10152,79,28,71354,96,250524,-9999,-9999,-9999,54.7,5.3,20000,8.2,55.5,17.8,216.08,2.45,121300,0,0,1,0,0,0,9,5,1,1,0,13,-9999,0,5,7,16,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.45,8.22,121300
201903,466920,2019,3,1012.9,1016.5,1021.0,150911,1003.7,281657,1024.6,150911,1007.2,281541,19.8,15.0,-9999,32.9,281331,12.1,72035,23.5,17.0,6.6,14.1,120000,2.6,80,8.5,80.0,41710,15.9,100,311150,184.2,163.1,4.0,292231,13.0,292216,43.5,90000,17.4,27.2,211428,8.7,151425,75,34,121305,100,100821,-9999,-9999,-9999,68.6,4.8,280000,8.0,76.3,20.6,267.69,3.0,261200,0,3,3,0,0,3,16,13,7,1,0,10,-9999,2,4,8,17,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.94,9.28,261200
201904,466920,2019,4,1009.1,1012.6,1020.8,11022,1001.1,301441,1024.5,11022,1004.5,301441,24.2,19.6,-9999,35.9,251320,15.2,10558,29.0,21.1,7.9,13.7,100000,2.1,80,8.2,80.0,101701,14.3,70,271216,115.1,72.2,8.5,210434,18.5,210351,33.0,210000,23.1,33.0,222251,13.5,11954,76,34,251516,100,210249,-9999,-9999,-9999,82.0,6.2,240000,7.6,105.0,27.5,340.22,3.04,251200,0,14,14,2,0,18,13,10,3,1,0,6,-9999,0,6,12,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.93,10.09,251200
201905,466920,2019,5,1006.9,1010.4,1013.8,30941,999.2,171654,1017.4,30941,1002.6,171654,25.0,20.3,-9999,35.1,191331,17.9,70614,28.5,22.5,6.0,9.7,300000,2.5,80,7.3,80.0,111321,12.7,60,31617,335.8,132.4,21.5,271318,40.0,200957,77.4,200000,24.2,37.1,181056,11.0,211346,77,33,211332,100,201032,-9999,-9999,-9999,86.8,6.7,250000,8.5,80.3,19.4,330.76,3.04,241200,0,15,13,1,0,26,17,13,8,5,0,12,3,0,5,9,17,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.46,10.69,301200
201906,466920,2019,6,1002.7,1006.1,1008.3,172112,995.7,140325,1011.8,172112,999.2,140325,28.5,23.7,-9999,36.9,201409,22.3,150333,32.8,25.6,7.2,11.2,160000,1.7,280,7.0,280.0,91239,16.1,270,91237,419.5,111.9,10.5,271343,23.0,140344,111.5,110000,29.5,41.7,271236,14.6,151209,77,36,151208,100,270001,-9999,-9999,-9999,106.5,6.9,160000,8.2,91.4,22.3,380.46,3.54,21200,0,26,24,11,0,30,16,15,10,6,0,8,4,0,4,14,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.3,13.03,21200
201907,466920,2019,7,1001.6,1005.0,1006.8,112315,991.5,181319,1010.3,112315,994.9,181319,30.3,24.5,-9999,37.4,131341,24.8,230434,35.6,27.1,8.5,11.5,130000,1.9,180,8.0,90.0,121359,16.5,290,51508,439.3,55.2,24.5,221517,98.3,221516,120.7,220000,30.9,39.6,271428,21.3,231138,73,37,131356,100,231743,-9999,-9999,-9999,128.7,7.8,160000,7.4,145.5,34.9,489.42,3.11,291100,0,31,31,21,0,31,16,15,9,4,0,0,8,0,5,21,5,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.1,12.81,161300
201908,466920,2019,8,999.5,1002.9,1008.3,262036,980.7,91641,1011.8,262036,984.0,91641,30.5,24.4,-9999,37.8,101400,25.1,200415,35.1,27.5,7.6,10.3,220000,2.6,100,8.7,90.0,241434,21.7,270,91852,212.4,74.9,18.0,211413,68.0,211411,70.5,210000,30.7,41.7,80843,21.4,31116,72,37,101523,100,211518,-9999,-9999,-9999,148.2,7.9,30000,6.5,186.8,46.5,515.15,3.13,101300,0,31,31,20,0,31,15,10,6,2,0,1,3,0,13,12,6,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.08,12.55,281200
201909,466920,2019,9,1006.0,1009.5,1016.2,240850,993.1,302257,1019.7,240850,996.6,302257,27.3,23.0,-9999,36.1,111208,19.8,210001,30.9,24.9,6.0,10.8,90000,2.5,80,9.0,310.0,302345,22.4,320,302317,377.1,166.9,8.0,290155,32.5,280750,101.5,280000,28.3,45.4,291244,17.4,241611,79,37,101044,100,300001,-9999,-9999,-9999,90.6,7.5,100000,7.1,139.7,37.8,402.71,3.85,111300,0,25,18,6,0,28,15,13,10,4,0,5,3,0,9,10,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.22,11.98,111200
201910,466920,2019,10,1011.9,1015.5,1019.8,150903,994.0,10001,1023.3,150903,997.5,10001,25.3,19.9,-9999,34.8,21112,19.9,220550,29.2,22.8,6.3,10.7,110000,2.7,70,7.9,90.0,81226,17.1,320,10008,27.1,38.4,1.5,10026,6.0,10010,12.5,10000,23.6,33.4,21814,14.0,221446,74,37,51333,100,310209,-9999,-9999,-9999,107.8,6.3,50000,6.0,159.0,44.4,478.47,3.99,11200,0,14,11,0,0,30,8,5,1,0,0,6,-9999,0,14,10,7,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.21,11.23,11200
201911,466920,2019,11,1014.3,1017.9,1022.5,282108,1006.5,61346,1026.2,282108,1010.0,61346,22.0,17.0,-9999,31.1,171350,16.0,290208,25.3,19.7,5.7,12.0,170000,3.2,80,8.2,90.0,271326,16.6,80,71551,13.8,64.2,0.6,251420,1.4,251450,3.9,210000,19.6,30.2,221348,10.9,291137,75,36,131150,100,220826,-9999,-9999,-9999,71.9,4.2,110000,6.9,102.9,31.6,324.38,3.0,171200,0,0,2,0,0,13,11,4,0,0,0,8,-9999,0,9,10,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.36,6.11,241200
201912,466920,2019,12,1017.4,1021.0,1028.0,310941,1009.8,251433,1031.7,310941,1013.3,251433,19.1,14.6,-9999,29.5,171307,11.6,80418,22.4,16.7,5.7,11.5,170000,2.7,100,7.9,100.0,121104,14.9,100,121433,136.2,111.1,2.8,202157,6.0,60139,49.0,60000,16.9,26.3,301325,7.3,81329,77,31,81327,100,301324,-9999,-9999,-9999,55.2,3.6,260000,7.6,80.8,24.7,255.32,2.93,11200,0,0,0,0,0,0,9,6,4,2,0,10,-9999,1,7,8,15,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.27,5.76,11200
202001,466920,2020,1,1016.5,1020.1,1026.2,10937,1006.3,261502,1029.9,10937,1009.9,261502,17.9,13.2,-9999,29.4,231401,7.1,310508,22.0,15.3,6.7,12.7,220000,2.3,100,8.2,100.0,81315,16.5,70,81425,38.6,48.9,2.5,260739,7.0,260821,24.5,260000,15.5,23.2,241648,5.2,301057,75,29,301411,99,260926,-9999,-9999,-9999,52.7,3.7,80000,7.2,113.2,34.2,306.9,3.0,301300,0,0,0,0,3,0,10,5,1,0,0,8,1,0,8,14,9,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,3.84,6.3,301300
202002,466920,2020,2,1018.4,1022.0,1027.4,172029,1008.6,151450,1031.2,172029,1012.1,151450,18.7,13.2,-9999,31.6,261226,8.5,10535,23.8,15.6,8.3,14.3,120000,2.3,100,7.4,100.0,221221,16.3,110,221228,29.6,49.0,2.7,70627,3.6,50038,8.1,40000,15.7,24.6,151925,5.0,171515,72,30,121230,98,140632,-9999,-9999,-9999,61.8,4.6,260000,6.7,126.0,38.6,364.83,3.39,181300,0,0,3,0,2,0,8,5,0,0,0,7,-9999,0,10,11,8,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.2,7.58,151300
202003,466920,2020,3,1012.7,1016.3,1021.0,50946,1001.9,91512,1024.7,50946,1005.4,91512,20.8,15.8,-9999,34.2,261258,13.0,150553,25.6,17.7,7.9,12.1,260000,2.4,100,7.5,80.0,21233,14.7,120,161243,245.5,90.4,9.0,280816,23.5,100231,67.0,130000,18.4,27.6,271934,6.9,151208,75,24,161343,100,131205,-9999,-9999,-9999,65.8,5.8,150000,7.6,87.1,23.5,364.91,3.6,161300,0,3,5,0,0,7,17,12,5,4,0,8,2,2,5,12,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.4,8.89,161300
202004,466920,2020,4,1013.5,1017.1,1019.2,42113,1006.0,191545,1022.8,42113,1009.5,191545,20.9,15.3,-9999,33.6,301146,10.3,130524,25.0,17.8,7.2,17.2,160000,2.5,100,8.1,100.0,221237,15.9,70,221343,87.9,98.9,4.2,20427,6.5,111531,16.1,230000,17.8,28.8,192001,6.3,131612,73,22,161328,100,120912,-9999,-9999,-9999,70.3,5.5,300000,7.8,93.6,24.5,367.41,3.89,301200,0,4,6,0,0,8,15,12,4,0,0,12,-9999,0,7,8,15,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.06,9.28,301200
202005,466920,2020,5,1005.5,1009.0,1012.0,130836,998.3,180311,1015.5,130836,1001.8,180256,26.9,22.1,-9999,36.6,91243,21.8,191131,31.5,23.9,7.6,11.0,170000,1.8,100,7.1,70.0,131404,13.9,290,181106,405.8,112.5,9.5,291540,24.0,211826,120.0,280000,26.7,36.5,101838,15.3,131115,77,32,11201,100,300001,-9999,-9999,-9999,109.1,6.5,90000,7.8,107.2,26.0,477.51,3.86,241300,0,24,19,2,0,31,15,14,11,4,0,6,6,0,5,15,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.35,12.12,241300
202006,466920,2020,6,1004.1,1007.6,1010.9,142151,998.7,211702,1014.4,142151,1002.1,211702,30.5,23.3,-9999,38.9,291315,24.8,20352,36.0,26.8,9.1,12.3,260000,1.6,280,7.5,90.0,261421,14.5,70,261400,117.9,37.6,19.5,141633,50.5,141625,79.8,140000,28.8,38.5,141516,19.7,101200,68,33,281121,100,261741,-9999,-9999,-9999,139.1,7.1,170000,7.6,150.6,36.8,609.14,4.3,41200,0,30,29,24,0,30,8,6,2,1,0,2,4,0,4,22,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.47,12.52,41200
202007,466920,2020,7,1004.0,1007.4,1008.7,210908,998.2,91442,1012.1,210738,1001.6,91442,30.9,23.4,-9999,39.7,241419,24.6,21750,37.0,27.3,9.7,12.9,240000,1.8,180,7.2,130.0,301121,14.3,150,291733,133.5,21.1,12.0,191427,34.5,261442,57.5,20000,29.0,42.4,251154,19.5,101001,67,31,101228,100,21456,-9999,-9999,-9999,152.6,8.2,310000,7.3,160.3,38.4,626.92,4.14,291300,0,31,31,29,0,31,9,8,3,2,0,0,12,0,7,19,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,10.07,12.83,311300
202008,466920,2020,8,1003.3,1006.8,1011.9,122103,995.4,251454,1015.4,122103,998.7,251454,30.2,23.5,-9999,38.5,251340,25.1,40317,35.5,27.0,8.4,11.1,270000,2.0,80,7.1,90.0,181445,15.4,140,211504,322.5,44.5,19.0,271445,59.5,271432,95.5,270000,29.2,45.7,131513,19.9,191247,70,33,191247,100,31058,-9999,-9999,-9999,144.1,8.4,10000,6.7,193.5,48.4,615.97,4.2,11200,0,31,30,22,0,31,13,13,7,3,0,1,9,0,12,15,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.49,12.87,11200
202009,466920,2020,9,1006.3,1009.7,1010.9,270853,997.4,10324,1014.5,270853,1000.8,10324,27.8,22.0,-9999,37.6,21244,20.5,300536,32.2,25.0,7.3,13.1,70000,1.9,80,6.5,80.0,41705,12.7,130,41653,129.5,52.5,6.0,10510,12.0,242132,39.5,270000,26.7,40.3,181501,12.7,71116,73,24,71211,100,10610,-9999,-9999,-9999,107.9,7.5,60000,7.4,133.1,36.1,467.45,3.84,61200,0,24,23,10,0,30,15,13,5,1,0,5,6,0,7,15,8,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.16,10.0,21200
202010,466920,2020,10,1011.2,1014.7,1018.5,300927,1002.8,41438,1022.0,300902,1006.2,41438,24.5,20.0,-9999,35.9,41245,18.7,230806,27.5,22.5,4.9,10.5,40000,3.5,80,8.8,80.0,241227,16.3,80,241144,25.5,50.1,1.0,112347,3.0,120002,7.5,130000,23.6,33.8,131230,12.9,311020,77,33,41304,100,120130,-9999,-9999,-9999,71.3,6.1,260000,7.7,83.0,23.3,333.58,3.6,21200,0,13,3,1,0,29,11,8,0,0,0,10,-9999,0,7,12,12,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.47,9.88,121200
202011,466920,2020,11,1015.0,1018.6,1022.3,300906,1006.3,61526,1025.9,300906,1009.8,61442,23.3,18.6,-9999,32.8,181323,17.9,292227,26.5,21.1,5.4,10.5,180000,3.4,80,8.3,120.0,70039,16.2,130,70037,21.5,28.0,3.5,132022,5.5,131938,11.0,130000,21.6,31.7,60751,12.6,41327,76,38,191054,100,60606,-9999,-9999,-9999,64.1,3.8,260000,7.6,88.0,27.1,302.85,3.05,11200,0,9,7,0,0,22,10,5,1,0,0,9,-9999,0,7,14,9,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.56,6.94,11200
202012,466920,2020,12,1016.8,1020.4,1027.3,310837,1008.3,291422,1031.1,310837,1011.8,291422,18.1,16.0,-9999,26.4,291138,7.6,310610,20.5,16.5,4.0,10.2,300000,2.8,80,7.9,90.0,281354,15.0,100,281350,145.0,124.6,2.0,90750,6.0,111103,27.0,90000,18.5,25.8,100903,5.5,310610,88,44,261126,100,10406,-9999,-9999,-9999,29.8,2.1,130000,9.3,16.9,5.2,168.42,2.84,261200,1,0,0,0,1,1,24,19,6,0,0,20,-9999,0,2,6,23,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.73,5.32,131200
202101,466920,2021,1,1017.4,1021.1,1024.7,170928,1006.0,221443,1028.4,90901,1009.5,221443,16.0,11.4,-9999,29.8,211437,6.8,130420,19.2,13.4,5.8,13.6,130000,2.3,100,6.9,110.0,201147,16.4,130,291332,41.0,89.0,1.5,281419,3.5,281419,14.5,110000,13.9,24.3,220853,6.3,90059,75,28,151331,100,80441,-9999,-9999,-9999,48.7,3.1,210000,6.5,124.5,37.3,307.17,2.76,301300,2,0,0,0,7,1,10,8,1,0,0,10,-9999,2,10,8,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,4.66,7.67,301300
202102,466920,2021,2,1014.2,1017.8,1026.1,180902,1004.5,110229,1029.8,180902,1008.1,110229,19.1,13.9,-9999,28.4,251056,11.9,200614,23.3,16.1,7.2,12.8,220000,2.2,100,6.6,110.0,41540,13.9,110,91225,46.5,46.8,3.0,110445,9.5,110427,23.5,110000,16.3,22.7,131130,5.9,181143,74,25,201146,99,110604,-9999,-9999,-9999,63.0,4.6,240000,5.8,150.6,47.9,371.69,3.14,181300,0,0,0,0,0,0,7,7,1,0,0,5,-9999,3,10,8,7,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,5.94,8.33,101300
202103,466920,2021,3,1013.1,1016.7,1023.7,221017,1001.8,291559,1027.4,221017,1005.3,291559,20.3,17.0,-9999,30.4,301226,11.9,221245,24.2,17.5,6.6,11.0,270000,2.0,100,9.2,320.0,60844,19.5,320,60835,77.5,62.1,4.5,61341,11.5,61336,33.5,60000,19.7,31.3,310943,11.2,220022,83,39,161222,99,40610,-9999,-9999,-9999,72.2,5.3,200000,7.2,110.1,29.6,379.77,3.25,161300,0,1,2,0,0,5,8,6,3,1,0,8,-9999,1,9,10,11,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,6.18,10.26,131200
202104,466920,2021,4,1011.1,1014.6,1018.8,50729,1001.5,221532,1022.4,50729,1004.9,221532,22.4,17.8,-9999,30.9,21213,15.9,300244,26.0,19.8,6.2,14.7,300000,2.4,100,6.5,90.0,181622,18.4,70,180940,60.0,36.7,5.0,290430,20.5,290358,39.5,290000,20.9,33.4,11625,9.7,51040,77,35,301154,99,90017,-9999,-9999,-9999,108.8,6.7,210000,7.1,133.1,34.9,470.78,3.65,171200,0,4,7,0,0,15,4,3,2,1,0,7,-9999,0,10,11,9,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.5,12.11,211200
202105,466920,2021,5,1006.3,1009.8,1014.3,52037,999.7,301302,1017.9,52037,1003.2,301302,28.2,23.0,-9999,38.2,281225,19.8,52021,32.9,25.1,7.8,11.2,270000,1.7,300,6.4,290.0,281303,14.6,80,50821,119.5,29.7,8.0,301433,17.0,301349,50.5,310000,28.2,34.6,211823,16.7,11022,74,36,271052,99,301751,-9999,-9999,-9999,120.0,6.0,110000,7.7,141.3,34.3,531.82,3.85,281200,0,28,25,8,0,30,6,6,2,2,0,3,5,0,5,21,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.71,12.23,281200
202106,466920,2021,6,1002.7,1006.1,1009.0,122254,995.8,201645,1012.5,122254,999.2,201645,29.3,23.8,-9999,37.0,181454,21.8,52059,33.3,26.0,7.3,9.8,30000,2.0,260,7.8,280.0,161238,17.3,280,161144,316.5,55.0,23.0,41411,71.5,41325,156.0,40000,29.5,36.1,11304,22.4,162205,74,42,181226,99,10001,-9999,-9999,-9999,126.0,8.1,180000,7.9,152.4,37.3,525.95,3.72,271200,0,28,25,10,0,30,10,10,6,3,0,4,5,0,4,19,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,8.41,11.95,161300
202107,466920,2021,7,1001.2,1004.6,1010.0,80756,987.8,240357,1013.5,80756,991.2,240357,30.3,24.4,-9999,37.8,251229,24.9,240648,35.1,27.4,7.7,11.5,250000,2.0,170,7.2,120.0,60519,17.5,300,240429,288.0,54.9,17.5,311301,45.5,240553,87.5,240000,30.6,38.0,121701,22.7,141637,72,37,251233,98,220137,-9999,-9999,-9999,143.9,8.5,250000,6.9,217.2,52.0,628.22,3.9,11200,0,31,30,19,0,31,13,11,6,4,0,0,4,0,8,20,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,9.23,11.67,11200
202108,466920,2021,8,1003.5,1007.0,1010.4,160748,991.4,70501,1013.9,160748,994.8,70501,28.9,24.7,-9999,35.1,131138,24.3,191545,33.3,26.3,6.9,10.1,80000,1.5,170,6.5,120.0,131359,13.0,90,131406,409.0,54.9,25.0,101302,63.5,101257,132.0,70000,31.2,37.8,191330,25.6,261514,79,48,271203,99,10135,-9999,-9999,-9999,107.9,7.3,290000,7.2,165.6,41.7,516.29,3.72,41300,0,31,29,2,0,31,17,16,9,4,0,3,13,0,6,19,6,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,7.95,10.92,121200
